id,generic_name,brand_names,dosage_form,strength,notification_number,notification_date,ban_reason,source_pdf,date_added
615,Phenylephrine Hcl + Naphazoline Hcl +menthol+ Camphor + Hydroxy Propyl Methyl Cellulose,,,,S.O. 3381(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.830339+05:30
616,Phenylephrine Hcl + Naphazoline Hcl + Menthol + Camphor,,,,S.O. 3382(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.831336+05:30
617,Sulphacetamide Sodium + Zinc Sulphate + Chlorpheniramine Maleate + Boric Acid + Sodium Chloride,,,,S.O. 3383(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.832313+05:30
618,Zinc Sulphate + Boric Acid + Naphazoline Hcl + Sodium Chloride + Phenyl Ethyl Alcohol,,,,S.O. 3384(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.833288+05:30
619,Cetirizine Hcl + Paracetamol + Phenylephrine Hcl,,,,S.O. 3385(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.834254+05:30
620,Cetirizine Hcl + Phenylephrine Hcl,,,,S.O. 3386(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.835222+05:30
621,Levocetirizine + Phenylephrine Hcl,,,,S.O. 3387(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.836203+05:30
622,Levocetirizine + Phenylephrine Hcl + Paracetamol,,,,S.O. 3388(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.837181+05:30
623,Phenylephrine Hcl + Paracetamol + Levocetirizine Hcl + Menthol,,,,S.O. 3389(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.838196+05:30
624,Levocetirizine Hcl + Ambroxol Hcl + Paracetamol,,,,S.O. 3390(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.839188+05:30
625,Levocetirizine Hcl + Ambroxol Hcl + Phenylephrine Hcl,,,,S.O. 3391(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.840178+05:30
626,Diethylcarbamazine Citrate + Chlorpheniramine Maleate,,,,S.O. 3392(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.841153+05:30
627,Diethylcarbamazine Citrate + Levocetirizine Hcl,,,,S.O. 3393(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.842141+05:30
628,Ambroxol Hcl + Phenylephrine Hcl + Guaiphenesin,,,,S.O. 3394(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.843109+05:30
629,Bromhexine Hcl + Phenylephrine Hcl,,,,S.O. 3395(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.844087+05:30
630,Etofylline + Theophylline Anhydrous Eq. To Theophylline Hydrate + Ambroxol Hcl,,,,S.O. 3396(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.845059+05:30
631,Etofylline + Theophylline Anhydrous Eq. To Theophylline Hydrate+ Montelukast,,,,S.O. 3397(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.846037+05:30
632,Ambroxol Hcl + Terbutaline Sulphate + Ammonium Chloride + Guaiphenesin + Menthol,,,,S.O. 3398(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.847021+05:30
633,Ambroxol Hcl + Salbutamol Sulphate + Ammonium Chloride + Guaiphenesin + Menthol,,,,S.O. 3399(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.848008+05:30
634,Cetirizine Hcl + Terbutaline Sulphate + Ambroxol Hcl + Guaiphenesin,,,,S.O. 3400(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.848980+05:30
635,Dextromethorphan Hydrobromide + Chlorpheniramine Maleate + Ammonium Chloride + Sodium Citrate + Menthol,,,,S.O. 3401(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.849961+05:30
636,Salbutamol Sulphate + Bromhexine Hcl + Guaiphenesin + Ammonium Chloride + Menthol,,,,S.O. 3402(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.851027+05:30
637,Terbutaline Sulphate + Bromhexine Hcl + Chlorpheniramine Maleate,,,,S.O. 3403(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.852038+05:30
638,Chlorpheniramine Maleate + P.g Sulphonate + Ammonium Chloride + Sodium Citrate + Menthol,,,,S.O. 3404(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.853148+05:30
639,Aminophylline + Ammonium Chloride + Sodium Citrate,,,,S.O. 3405(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.854130+05:30
640,Paracetamol + Chlorpheniramine Maleate + Phenyl Propanolamine,,,,S.O. 3406(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.855103+05:30
641,Trithioparamethoxyphenyl Propene + Chlorpheniramine Maleate,,,,S.O. 3407(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.856092+05:30
642,Aceclofenac 50mg + Paracetamol 125mg Oral Liquid,,,,S.O. 3408(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.857111+05:30
643,Aceclofenac 50mg + Paracetamol 125mg Tablet,,,,S.O. 3409(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.858130+05:30
644,Adenosine Triphosphate Diphosphate + Magnesium Orotate,,,,S.O. 3410(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.859244+05:30
645,Amoxicillin Trihydrate + Dicloxacillin Sodium + Lactobacillus,,,,S.O. 3411(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.860282+05:30
646,Camylofin Dihydrochloride 25 Mg + Paracetamol 300mg,,,,S.O. 3412(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.861281+05:30
647,Cefixime+ Acetyl Cysteine,,,,S.O. 3413(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.862253+05:30
648,Cephalexin Monohydrate + Serratiopeptidase,,,,S.O. 3414(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.863213+05:30
649,Cetyl Myristoleate + Glucosamine Sulphate Potassium +methyl Sulfonyl Methane,,,,S.O. 3415(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.864228+05:30
650,Diacerin Ip + Glucosamine Sulphate Potassium Chloride Usp + Msm (methylsulphonyl Methane) + Cetyl Myristoleate,,,,S.O. 3416(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.865269+05:30
651,Paracetamol+ Diclofenac Potassium + Caffeine Anhydrous,,,,S.O. 3417(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.866389+05:30
652,Diclofenac Sodium + Thiocolchicoside Injection,,,,S.O. 3418(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.867440+05:30
653,Doxycycline + Ornidazole + Bromelain + Lactobacillus Rhamnosus + Lactobacillus Reuteri Rc,,,,S.O. 3419(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.868633+05:30
654,Doxycycline Hcl + Betacyclodextrin + Serratiopeptidase,,,,S.O. 3420(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.869767+05:30
655,Erythromycin Stearate Eq.to Erythromycin + Lactic Acid Bacillus,,,,S.O. 3421(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.870663+05:30
656,Etodolac + Paracetamol +serratiopeptidase,,,,S.O. 3422(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.871562+05:30
657,Flupirtine Maleate 400 Mg + Paracetamol 325 Mg Tablet,,,,S.O. 3423(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.872404+05:30
658,Glucosamine Sulphate Potassium Chloride 410 Mg + Chondroitin Sulphate 100 Mg,,,,S.O. 3424(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.873255+05:30
659,Glucosamine Sulphate Potassium Chloride+ Methyl Sulphonyl Methane (msm) + Sodium Borate + Copper Sulphate Pentahydrate+ Manganese Sulphate + Vitamin D3,,,,S.O. 3425(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.874174+05:30
660,Glucosamine Sulphate + Sodium Chloride+ Manganese +boron + Zinc + Copper,,,,S.O. 3426(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.875038+05:30
661,Glucosamine Sulphate + Chondroitin Sulphate + Methylsulfonylmethane +vitamin D3 + Vitamin E + Vitamin C + Selenium +elemental Zinc +elemental Manganese + Elemental Chromium + Elemental Copper +elemental Boron,,,,S.O. 3427(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.875943+05:30
662,Glucosamine Sulphate + Methyl Sufonyl Methane + Manganese Sulphate +vit E Acetate +calcium Carbonate,,,,S.O. 3428(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.876864+05:30
663,Glucosamine Sulphate + Vitamin E Acetate + Calcium Pantothenate + Vitamin D3,,,,S.O. 3429(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.877777+05:30
664,Glucosamine Sulphate Potassium Chloride + Calcium Carbonate From An Organic Source (oyster Shell) Eq. T,,,,S.O. 3430(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.878699+05:30
665,Cetyl Myristoleate + Glucosamine Sulphate Potassium Chloride + Methyl Sulfonyl Methane,,,,S.O. 3431(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.879719+05:30
666,Glucosamine Sulphate Potassium Chloride + Methyl Sulfonyl Methane +calcium Carbonate +vitamin E+ Manganese,,,,S.O. 3432(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.880790+05:30
667,Glucosamine Sulphate Potassium Chloride + Calcium Carbonate + Methyl Sulfonyl Methane +vit D3,,,,S.O. 3433(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.881911+05:30
668,Glucosamine Sulphate Potassium + Methyl Sulphate Sodium+ Sulphonyl Methane +chondroitin Sulphate Sodium+ Calcium Carbonate +vitamin D3+sodium Borate+ Cupric Oxide+ Colloidal Silicon Dioxide+ Manganese Chloride,,,,S.O. 3434(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.882997+05:30
669,Methocarbamol + Diclofenac Sodium Injection,,,,S.O. 3435(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.884024+05:30
670,Paracetamol + Pentazocin,,,,S.O. 3436(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.885007+05:30
671,Sucralfate +domperidone+ Simethicone,,,,S.O. 3437(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.885916+05:30
672,Sulfaquinoxaline +diaveridine Hcl+ Vitamin K,,,,S.O. 3438(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.886765+05:30
673,Tramadol Hcl +dicyclomine Hcl + Domperidone,,,,S.O. 3439(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.887560+05:30
674,Tramadol Hcl +paracetamol +caffeine +taurine,,,,S.O. 3440(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.888528+05:30
675,S(+) Etodolac + Paracetamol,,,,S.O. 3284(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.889492+05:30
676,Naproxen Ip 375mg + Esomeprazole Magnesium Trihydrate Ip 20mg Capsule Or Tablet,,,,S.O. 3266(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.890486+05:30
677,Nimesulide And Its Formulation For Animal Use,,,,S.O. 5633(E),2024-12-30,,vaayath.com,2026-07-03 10:31:46.891478+05:30
678,Chloramphenicol And Its Formulations,,,,S.O. 1158(E),2025-03-12,,vaayath.com,2026-07-03 10:31:46.892484+05:30
679,Nitrofurans And Its Formulations,,,,S.O. 1158(E),2025-03-12,,vaayath.com,2026-07-03 10:31:46.893462+05:30
680,"Fixed Dose Combination Of Rifampicin, Isoniazid And Pyrazinamide, Except Those Which Provide Daily Adult Dose Given Below:drugs Minimum Maximum Rifampicin 450mg 600mg Isoniazid 300mg 400mg Pyrazinamide 1000mg 1500mg",,,,G.S.R. 100(E),2003-02-11,,thehealthmaster.com,2026-07-03 10:31:46.894506+05:30
681,Patent And Proprietary Oral Rehydration Salts Other Than Those Conforming To The Following Parameters: Patent And Proprietary Oral Rehydration Salts On Reconstitution To One Litre Shall Contain: Sodium–50to90milliosmoles Total Osmolarity–240-290 Millios Moles Dextrose: Sodium Molar Ratio–not Less Than 1:1 And Not Morethan3:1 Patent And Proprietary Cereal Based Oral Rehydration Salts On Reconstitution To One Litre Shall Contain: Sodium–50 To 90 Millios Moles Total Osmolarity–not Morethan 290 Millios Moles Precooked Rice–equivalent To Not Less Than 50gms And Not More Than 80gms As Total Replacement Of Dextrose,,,,G.S.R. 57(E),,,thehealthmaster.com,2026-07-03 10:31:46.895654+05:30
682,Patent And Proprietary Oral Rehydration Salts (ors) May Contain Amino Acids In Addition To Oral Rehydration Salts Conforming To The Parameters Specified Above And Labelled With The Indication For “adult Chloretic Diarrhea Only”patent And Proprietary Oral Rehydration Salts (ors) Shall Not Contain Mono Or Polysaccharides Or Saccharin Sweetening Agent,,,,,,,thehealthmaster.com,2026-07-03 10:31:46.897140+05:30
683,"Human Placental Extract And Its Formulations For Human Use Except Its Topical Application For Wound Healing, Andinjection For Pelvic Inflammatory Disease",,,,G.S.R. 418(E),2011-05-30,,thehealthmaster.com,2026-07-03 10:31:46.898195+05:30
684,Ammonium Chloride + Sodium Citrate + Chlorpheniramine Maleate + Menthol,,,,S.O. 4411(E),2018-09-07,,thehealthmaster.com,2026-07-03 10:31:46.899205+05:30
685,Fixed Dose Combinations Of Etodolac + Paracetamol,,,,S.O. 4706(E),2018-09-07,,thehealthmaster.com,2026-07-03 10:31:46.900213+05:30
686,Terbutaline + N-acetyll – Cysteine + Guaifenesin,,,,S.O. 4647(E),2018-09-07,,thehealthmaster.com,2026-07-03 10:31:46.901214+05:30
